(1083, 1037)
(1055, 1030)
(1044, 1029)
(1047, 1029)
(1031, 1029)
(935, 872)
(878, 891)
(892, 857)
(860, 524)
(925, 644)
(967, 676)
(978, 681)
(983, 684)
(1000, 685)
(999, 682)
(998, 681)
(1000, 676)
(999, 667)
(999, 662)
(1000, 652)
(998, 650)
(997, 645)
(997, 644)
(999, 643)
(1002, 645)
(1004, 647)
(1003, 647)
(1003, 648)
(1003, 648)
(1004, 649)
(1004, 649)
(1002, 649)
(1000, 650)
(998, 653)
(987, 655)
(983, 655)
(980, 660)
(969, 660)
(968, 660)
(969, 660)
(969, 660)
(970, 660)
(970, 660)
(970, 661)
(971, 661)
(971, 661)
(971, 661)
(970, 662)
(970, 661)
(968, 661)
(968, 662)
(968, 662)
(968, 662)
(966, 662)
(966, 662)
(966, 662)
(967, 662)
(967, 662)
(967, 662)
(968, 662)
(968, 662)
(967, 662)
(967, 661)
(967, 659)
(966, 656)
(964, 655)
(961, 654)
(961, 654)
(962, 653)
(962, 652)
(960, 652)
(958, 652)
(958, 651)
(958, 651)
(958, 651)
(958, 649)
(958, 649)
(956, 646)
(958, 642)
(957, 634)
(956, 629)
(956, 627)
(953, 627)
(946, 625)
(941, 624)
(935, 625)
(933, 625)
(931, 625)
(930, 625)
(928, 625)
(929, 625)
(929, 625)
(930, 626)
(930, 626)
(929, 627)
(929, 627)
(930, 627)
(931, 627)
(931, 627)
(931, 627)
(932, 627)
(932, 627)
(932, 627)
(932, 627)
(932, 627)
(933, 628)
(942, 631)
(950, 644)
(964, 648)
(926, 637)
(922, 606)
(922, 550)
(923, 532)
(929, 511)
(971, 531)
(980, 540)
(991, 546)
(986, 550)
(998, 552)
(995, 552)
(997, 552)
(1000, 553)
(998, 551)
(997, 551)
(997, 551)
(996, 551)
(996, 550)
(995, 546)
(995, 542)
(995, 540)
(995, 538)
(993, 536)
(990, 527)
(990, 517)
(990, 519)
(986, 514)
(986, 515)
(985, 516)
(985, 516)
(986, 519)
(986, 519)
(985, 527)
(984, 527)
(984, 532)
(984, 536)
(984, 537)
(985, 541)
(984, 534)
(984, 534)
(984, 537)
(984, 564)
(994, 561)
(1044, 616)
(1036, 666)
(1043, 761)
(1008, 712)
(991, 705)
(966, 701)
(966, 703)
(969, 703)
(971, 697)
(972, 697)
(973, 694)
(971, 692)
(971, 687)
(998, 683)
(1001, 678)
(1005, 676)
(1008, 672)
(1046, 640)
(1038, 636)
(1033, 619)
(1031, 605)
(1026, 610)
(1025, 612)
(1025, 614)
(1027, 616)
(1028, 618)
(1028, 622)
(1032, 622)
(1039, 622)
(1045, 622)
(1044, 624)
(1046, 622)
(1061, 618)
(1060, 618)
(1072, 612)
(1078, 612)
(1082, 611)
(1087, 606)
(1093, 605)
(1090, 606)
(1091, 606)
(1089, 606)
(1089, 608)
(1088, 609)
(1126, 614)
(1139, 623)
(1149, 624)
(1140, 634)
(1115, 625)
(1117, 634)
(1146, 637)
(1148, 637)
(1148, 636)
(1146, 636)
(1145, 632)
(1115, 622)
(1147, 625)
(1146, 628)
(1146, 626)
(1145, 625)
(1143, 629)
(1147, 627)
(1140, 629)
(1125, 632)
(1121, 641)
(1116, 662)
(1117, 665)
(1122, 673)
(1118, 669)
(1136, 621)
(1126, 624)
(1085, 623)
(1058, 623)
(1023, 626)
(1011, 627)
(1017, 627)
(1014, 630)
(1018, 630)
(1018, 641)
(1039, 654)
(1051, 661)
(1051, 664)
(1059, 724)
(1069, 728)
(1073, 713)
(1072, 711)
(1094, 708)
(997, 648)
(921, 625)
(956, 635)
(960, 632)
(950, 629)
(916, 610)
(927, 650)
(943, 696)
(964, 695)
(967, 694)
(966, 695)
(965, 696)
(961, 697)
(958, 695)
(958, 692)
(955, 680)
(955, 672)
(953, 663)
(949, 664)
(949, 662)
(947, 659)
(947, 659)
(946, 658)
(945, 658)
(944, 658)
(942, 658)
(941, 658)
(939, 659)
(938, 659)
(938, 658)
(938, 658)
(937, 657)
(937, 658)
(937, 658)
(940, 657)
(945, 656)
(949, 656)
(950, 654)
(954, 651)
(954, 651)
(953, 651)
(953, 651)
(954, 650)
(955, 649)
(954, 649)
(954, 649)
(953, 649)
(953, 649)
(952, 649)
(952, 649)
(954, 649)
(955, 649)
(955, 650)
(956, 650)
(956, 650)
(957, 650)
(957, 650)
(960, 650)
(964, 654)
(972, 672)
(951, 670)
(952, 669)
(954, 659)
(949, 606)
(938, 580)
(939, 589)
(933, 570)
(934, 555)
(950, 570)
(950, 561)
(968, 564)
(971, 567)
(970, 565)
(970, 558)
(973, 556)
(975, 559)
(981, 559)
(981, 561)
(980, 561)
(979, 561)
(966, 539)
(964, 542)
(964, 544)
(965, 546)
(967, 552)
(966, 543)
(968, 552)
(972, 574)
(973, 573)
(973, 571)
(969, 545)
(967, 537)
(967, 541)
(966, 546)
(962, 536)
(924, 475)
(912, 461)
(900, 456)
(900, 460)
(905, 467)
(903, 465)
(906, 468)
(908, 507)
(897, 509)
(931, 592)
(939, 605)
(941, 609)
(961, 653)
(979, 676)
(977, 694)
(973, 700)
(971, 709)
(964, 699)
(959, 694)
(956, 704)
(957, 723)
(954, 715)
(952, 713)
(954, 719)
(949, 715)
(948, 719)
(941, 728)
(941, 733)
(938, 750)
(916, 698)
(921, 696)
(900, 626)
(905, 834)
(945, 874)
(903, 825)
(899, 809)
(899, 795)
(900, 790)
(944, 880)
(923, 821)
(944, 893)
(951, 908)
(956, 913)
(956, 918)
(959, 922)
(957, 926)
(957, 924)
(956, 919)
(954, 918)
(957, 916)
(958, 913)
(958, 918)
(955, 918)
(957, 917)
(956, 918)
(956, 917)
(936, 790)
(926, 746)
(909, 725)
(950, 714)
(960, 705)
(960, 687)
(961, 686)
(960, 693)
(934, 697)
(911, 696)
(891, 705)
(894, 708)
(891, 711)
(889, 712)
(892, 713)
(894, 713)
(895, 714)
(897, 717)
(899, 718)
(902, 718)
(902, 716)
(903, 718)
(904, 721)
(905, 721)
(906, 723)
(907, 723)
(907, 721)
(911, 726)
(911, 725)
(911, 726)
(911, 725)
(911, 720)
(911, 720)
(912, 720)
(912, 720)
(912, 722)
(912, 722)
(912, 724)
(911, 723)
(911, 728)
(912, 728)
(911, 733)
(911, 732)
(911, 732)
(911, 732)
(911, 731)
(911, 732)
(910, 738)
(910, 738)
(909, 732)
(909, 734)
(909, 729)
(909, 728)
(908, 728)
(908, 726)
(908, 725)
(909, 724)
(909, 715)
(906, 704)
(906, 697)
(924, 696)
(957, 690)
(976, 684)
(1016, 681)
(1030, 679)
(1036, 668)
(1034, 666)
(1037, 662)
(1037, 664)
(1043, 666)
(1038, 666)
(1041, 667)
(1038, 668)
(1024, 671)
(970, 683)
(901, 691)
(855, 690)
(847, 690)
(847, 684)
(847, 683)
(855, 684)
(856, 683)
(862, 683)
(865, 684)
(899, 687)
(933, 688)
(953, 690)
(958, 689)
(971, 690)
(996, 691)
(1010, 688)
(1020, 681)
(1016, 678)
(1026, 676)
(1029, 672)
(1042, 672)
(1061, 671)
(1077, 669)
(1082, 666)
(1084, 665)
(1091, 663)
(1086, 663)
(1084, 662)
(1083, 662)
(1081, 663)
(1092, 662)
(1089, 663)
(1087, 663)
(1086, 663)
(1083, 663)
(1082, 665)
(1092, 665)
(1093, 668)
(1093, 670)
(1092, 671)
(1088, 672)
(1085, 674)
(1079, 675)
(1078, 678)
(1075, 678)
(1074, 678)
(1075, 679)
(1074, 679)
(1074, 679)
(1075, 681)
(1075, 681)
(1074, 681)
(1072, 684)
(1073, 683)
(1069, 683)
(1070, 683)
(1070, 683)
(1070, 683)
(1072, 683)
(1072, 682)
(1074, 682)
(1071, 682)
(1071, 682)
(1070, 682)
(1070, 681)
(1069, 681)
(1069, 682)
(1069, 681)
(1069, 680)
(1071, 680)
(1071, 680)
(1072, 679)
(1073, 676)
(1073, 674)
(1073, 672)
(1071, 672)
(1072, 672)
(1073, 672)
(1076, 671)
(1074, 671)
(1074, 671)
(1064, 686)
(1069, 693)
(1093, 695)
(1129, 737)
(1123, 743)
(1106, 733)
(1090, 729)
(1090, 725)
(1090, 724)
(1090, 723)
(1090, 720)
