(1079, 720)
(1075, 717)
(1075, 713)
(1076, 705)
(1076, 695)
(1078, 684)
(1075, 658)
(1075, 647)
(1073, 643)
(1072, 641)
(1072, 646)
(1066, 638)
(1066, 641)
(1066, 641)
(1064, 633)
(1064, 634)
(1064, 633)
(1060, 634)
(1061, 634)
(1061, 636)
(1061, 636)
(1061, 637)
(1061, 638)
(1062, 638)
(1056, 634)
(1054, 634)
(1054, 635)
(1042, 633)
(1043, 633)
(1039, 633)
(1039, 634)
(1046, 634)
(1049, 634)
(1050, 633)
(1057, 633)
(1070, 641)
(1080, 642)
(1086, 641)
(1086, 640)
(1086, 640)
(1086, 638)
(1084, 638)
(1081, 637)
(1066, 633)
(1056, 627)
(1056, 623)
(1053, 621)
(1041, 621)
(1042, 620)
(1043, 614)
(1044, 612)
(1044, 608)
(1045, 609)
(1046, 609)
(1046, 609)
(1046, 609)
(1046, 609)
(1047, 613)
(1049, 614)
(1049, 614)
(1050, 614)
(1050, 615)
(1049, 614)
(1049, 613)
(1050, 615)
(1051, 615)
(1050, 619)
(1050, 622)
(1050, 633)
(1054, 642)
(1063, 654)
(1073, 664)
(1076, 669)
(1081, 680)
(1081, 679)
(1080, 678)
(1080, 683)
(1080, 682)
(1084, 681)
(1083, 680)
(1083, 687)
(1082, 688)
(1081, 688)
(1081, 688)
(1080, 688)
(1080, 688)
(1082, 689)
(1082, 689)
(1081, 689)
(1081, 690)
(1081, 690)
(1081, 689)
(1081, 689)
(1076, 688)
(1076, 687)
(1075, 678)
(1075, 668)
(1075, 663)
(1075, 660)
(1064, 635)
(1051, 623)
(1050, 629)
(1039, 623)
(1036, 627)
(1035, 629)
(1035, 627)
(1028, 624)
(1022, 623)
(1023, 619)
(1023, 606)
(1025, 608)
(1022, 609)
(1020, 608)
(1024, 607)
(1023, 604)
(1029, 607)
(1032, 607)
(1032, 607)
(1032, 607)
(1034, 606)
(1033, 598)
(1033, 598)
(1032, 596)
(1032, 596)
(1032, 596)
(1035, 595)
(1035, 595)
(1045, 586)
(1044, 568)
(1058, 575)
(1068, 599)
(1075, 614)
(1075, 611)
(1074, 610)
(1055, 609)
(1040, 596)
(1036, 599)
(1040, 598)
(1047, 598)
(1048, 597)
(1034, 599)
(1027, 599)
(1020, 601)
(1019, 603)
(1017, 603)
(1017, 603)
(1016, 604)
(1016, 605)
(1041, 597)
(1035, 599)
(1040, 598)
(1036, 600)
(1036, 605)
(1057, 605)
(1116, 602)
(1130, 631)
(1129, 641)
(1123, 637)
(1121, 638)
(1116, 648)
(1122, 640)
(1124, 636)
(1124, 635)
(1131, 633)
(1137, 626)
(1136, 632)
(1139, 613)
(1100, 618)
(1024, 647)
(1031, 650)
(1023, 644)
(1026, 615)
(1023, 598)
(1017, 583)
(1019, 588)
(1022, 591)
(1025, 593)
(1026, 592)
(1028, 590)
(1034, 591)
(1036, 592)
(1041, 603)
(1039, 595)
(1039, 592)
(1040, 592)
(1046, 599)
(1045, 595)
(1042, 593)
(1039, 585)
(1038, 585)
(1037, 583)
(1037, 587)
(1034, 595)
(1018, 595)
(1018, 626)
(1019, 641)
(1021, 674)
(1023, 689)
(1025, 696)
(1026, 691)
(1028, 700)
(1032, 695)
(1032, 690)
(1032, 687)
(1034, 685)
(1036, 684)
(1036, 684)
(1036, 683)
(1037, 685)
(1036, 686)
(1037, 691)
(1037, 692)
(1037, 691)
(1037, 691)
(1038, 691)
(1044, 689)
(1044, 688)
(1045, 677)
(1039, 669)
(1028, 646)
(1012, 618)
(1004, 608)
(1006, 608)
(1001, 601)
(1002, 588)
(997, 573)
(992, 560)
(991, 552)
(991, 561)
(992, 563)
(992, 557)
(997, 561)
(998, 560)
(999, 558)
(1005, 559)
(1005, 552)
(1005, 551)
(1005, 552)
(1009, 553)
(1019, 553)
(1030, 560)
(1038, 567)
(1045, 592)
(1046, 590)
(1045, 589)
(1040, 592)
(1014, 611)
(1004, 611)
(1005, 618)
(1029, 626)
(1073, 652)
(1077, 649)
(1073, 635)
(1070, 635)
(1072, 639)
(1082, 636)
(1088, 638)
(1085, 642)
(1089, 649)
(1088, 666)
(1087, 671)
(1070, 678)
(1004, 673)
(944, 678)
(935, 714)
(907, 743)
(918, 732)
(920, 731)
(924, 730)
(925, 730)
(928, 731)
(930, 732)
(930, 743)
(928, 758)
(927, 760)
(925, 768)
(924, 775)
(923, 771)
(922, 776)
(922, 773)
(922, 773)
(922, 772)
(922, 771)
(923, 771)
(923, 771)
(922, 772)
(922, 771)
(921, 762)
(921, 758)
(922, 760)
(922, 760)
(921, 753)
(924, 757)
(924, 759)
(924, 759)
(924, 753)
(924, 751)
(924, 749)
(922, 749)
(921, 746)
(921, 758)
(921, 755)
(921, 751)
(921, 750)
(920, 761)
(920, 772)
(920, 764)
(920, 766)
(920, 767)
(917, 756)
(917, 749)
(916, 747)
(916, 752)
(916, 765)
(917, 766)
(914, 755)
(914, 758)
(914, 750)
(915, 754)
(914, 745)
(913, 744)
(914, 749)
(913, 744)
(914, 742)
(914, 756)
(917, 756)
(918, 759)
(918, 761)
(918, 752)
(918, 746)
(918, 743)
(919, 743)
(919, 743)
(919, 753)
(920, 750)
(920, 749)
(919, 748)
(921, 754)
(921, 753)
(921, 751)
(921, 756)
(922, 755)
(922, 761)
(922, 761)
(922, 763)
(922, 752)
(922, 751)
(921, 747)
(920, 745)
(921, 752)
(920, 748)
(920, 753)
(921, 760)
(921, 761)
(919, 768)
(919, 768)
(919, 767)
(919, 770)
(920, 768)
(919, 769)
(919, 769)
(920, 768)
(918, 768)
(920, 765)
(920, 764)
(917, 749)
(918, 755)
(917, 748)
(918, 749)
(918, 743)
(918, 748)
(918, 762)
(918, 761)
(918, 748)
(917, 743)
(917, 743)
(917, 755)
(917, 748)
(917, 755)
(919, 757)
(919, 752)
(920, 749)
(920, 750)
(920, 749)
